age,memory_score,attention_score,recall_score,reaction_score,reaction_time_ms,previous_accuracy,weak_area,recommended_activity,recommended_difficulty
80,74.0,58.0,59.0,76.0,544.0,72.0,attention,Attention Challenge,Easy
68,71.0,73.0,56.0,74.0,578.0,77.0,recall,Word Recall,Easy
61,80.0,44.0,82.0,93.0,342.0,81.0,attention,Attention Challenge,Easy
57,67.0,93.0,81.0,91.0,359.0,71.0,memory,Memory Match,Medium
77,85.0,86.0,54.0,66.0,680.0,75.0,recall,Number Recall,Easy
72,81.0,75.0,46.0,82.0,469.0,79.0,recall,Word Recall,Easy
89,75.0,67.0,58.0,77.0,534.0,83.0,recall,Number Recall,Easy
69,77.0,86.0,70.0,61.0,743.0,93.0,reaction,Reaction Test,Easy
79,100.0,78.0,88.0,77.0,539.0,78.0,reaction,Reaction Test,Medium
82,86.0,85.0,70.0,78.0,525.0,72.0,recall,Word Recall,Medium
64,100.0,67.0,61.0,67.0,658.0,85.0,recall,Number Recall,Easy
71,81.0,95.0,74.0,82.0,478.0,82.0,recall,Word Recall,Medium
76,57.0,86.0,70.0,64.0,694.0,76.0,memory,Memory Match,Easy
80,72.0,76.0,53.0,68.0,655.0,83.0,recall,Word Recall,Easy
79,55.0,87.0,53.0,58.0,770.0,74.0,recall,Number Recall,Easy
71,81.0,62.0,53.0,83.0,467.0,73.0,recall,Word Recall,Easy
67,84.0,50.0,100.0,63.0,714.0,59.0,attention,Attention Challenge,Easy
74,64.0,73.0,84.0,71.0,616.0,75.0,memory,Memory Match,Easy
79,67.0,67.0,64.0,89.0,391.0,60.0,recall,Number Recall,Easy
58,77.0,65.0,88.0,100.0,250.0,72.0,attention,Attention Challenge,Medium
64,61.0,86.0,64.0,84.0,454.0,84.0,memory,Memory Match,Easy
57,60.0,71.0,87.0,73.0,585.0,63.0,memory,Memory Match,Easy
72,90.0,72.0,73.0,72.0,602.0,76.0,attention,Attention Challenge,Medium
90,76.0,63.0,63.0,77.0,543.0,79.0,attention,Attention Challenge,Easy
76,68.0,81.0,82.0,76.0,544.0,76.0,memory,Memory Match,Medium
88,55.0,79.0,74.0,77.0,535.0,73.0,memory,Memory Match,Easy
62,85.0,81.0,78.0,66.0,674.0,81.0,reaction,Reaction Test,Medium
73,67.0,61.0,75.0,90.0,378.0,83.0,attention,Attention Challenge,Easy
60,97.0,88.0,75.0,73.0,582.0,78.0,reaction,Reaction Test,Medium
80,85.0,96.0,83.0,84.0,451.0,74.0,recall,Word Recall,Hard
88,65.0,81.0,100.0,85.0,441.0,87.0,memory,Memory Match,Medium
60,66.0,56.0,89.0,65.0,691.0,65.0,attention,Attention Challenge,Easy
87,96.0,56.0,75.0,85.0,432.0,85.0,attention,Attention Challenge,Easy
76,74.0,62.0,68.0,77.0,533.0,82.0,attention,Attention Challenge,Easy
75,69.0,60.0,69.0,57.0,785.0,80.0,reaction,Reaction Test,Easy
60,75.0,67.0,54.0,68.0,651.0,78.0,recall,Word Recall,Easy
60,69.0,77.0,81.0,80.0,495.0,59.0,memory,Memory Match,Medium
58,78.0,72.0,58.0,80.0,505.0,92.0,recall,Word Recall,Easy
84,74.0,71.0,67.0,88.0,403.0,86.0,recall,Number Recall,Medium
65,86.0,64.0,81.0,64.0,706.0,68.0,attention,Attention Challenge,Easy
84,70.0,67.0,69.0,66.0,671.0,86.0,reaction,Reaction Test,Medium
85,64.0,80.0,65.0,69.0,632.0,80.0,memory,Memory Match,Easy
78,71.0,38.0,55.0,68.0,646.0,72.0,attention,Attention Challenge,Easy
63,71.0,68.0,89.0,83.0,457.0,90.0,attention,Attention Challenge,Medium
57,74.0,72.0,60.0,91.0,364.0,74.0,recall,Number Recall,Easy
85,83.0,80.0,64.0,71.0,617.0,92.0,recall,Word Recall,Easy
90,82.0,53.0,47.0,67.0,657.0,83.0,recall,Number Recall,Easy
78,89.0,52.0,72.0,61.0,743.0,88.0,attention,Attention Challenge,Easy
85,65.0,77.0,67.0,78.0,526.0,84.0,memory,Memory Match,Medium
60,80.0,39.0,75.0,79.0,508.0,83.0,attention,Attention Challenge,Easy
56,84.0,88.0,56.0,78.0,521.0,80.0,recall,Number Recall,Easy
74,67.0,71.0,82.0,70.0,630.0,71.0,memory,Memory Match,Medium
82,73.0,91.0,46.0,79.0,516.0,79.0,recall,Number Recall,Easy
65,54.0,52.0,71.0,76.0,544.0,87.0,attention,Attention Challenge,Easy
58,86.0,61.0,74.0,68.0,650.0,85.0,attention,Attention Challenge,Easy
69,72.0,32.0,73.0,82.0,475.0,83.0,attention,Attention Challenge,Easy
60,85.0,56.0,74.0,63.0,717.0,57.0,attention,Attention Challenge,Easy
84,77.0,65.0,83.0,70.0,626.0,76.0,attention,Attention Challenge,Medium
56,73.0,39.0,91.0,94.0,327.0,75.0,attention,Attention Challenge,Easy
69,56.0,62.0,70.0,81.0,488.0,67.0,memory,Memory Match,Easy
65,58.0,38.0,58.0,95.0,307.0,87.0,attention,Attention Challenge,Easy
62,44.0,64.0,80.0,78.0,526.0,58.0,memory,Memory Match,Easy
80,68.0,85.0,68.0,81.0,490.0,86.0,memory,Memory Match,Medium
59,100.0,67.0,90.0,68.0,650.0,91.0,attention,Attention Challenge,Medium
60,60.0,93.0,64.0,84.0,444.0,76.0,memory,Memory Match,Easy
80,43.0,80.0,60.0,72.0,597.0,77.0,memory,Memory Match,Easy
58,87.0,88.0,74.0,71.0,618.0,88.0,reaction,Reaction Test,Medium
73,100.0,57.0,48.0,74.0,581.0,70.0,recall,Word Recall,Easy
74,79.0,56.0,65.0,65.0,687.0,85.0,attention,Attention Challenge,Easy
87,78.0,73.0,67.0,56.0,798.0,69.0,reaction,Reaction Test,Easy
74,71.0,44.0,75.0,75.0,563.0,66.0,attention,Attention Challenge,Easy
66,53.0,75.0,58.0,72.0,599.0,81.0,memory,Memory Match,Easy
55,58.0,63.0,60.0,84.0,444.0,78.0,memory,Memory Match,Easy
80,71.0,88.0,88.0,86.0,428.0,61.0,memory,Memory Match,Medium
68,69.0,78.0,72.0,66.0,674.0,92.0,reaction,Reaction Test,Medium
65,74.0,84.0,84.0,67.0,658.0,74.0,reaction,Reaction Test,Medium
90,85.0,57.0,64.0,86.0,426.0,83.0,attention,Attention Challenge,Easy
67,68.0,84.0,71.0,89.0,393.0,94.0,memory,Memory Match,Medium
57,85.0,90.0,75.0,82.0,472.0,80.0,recall,Number Recall,Medium
87,68.0,67.0,96.0,77.0,533.0,91.0,attention,Attention Challenge,Medium
60,87.0,57.0,69.0,80.0,501.0,69.0,attention,Attention Challenge,Easy
64,76.0,57.0,70.0,74.0,569.0,92.0,attention,Attention Challenge,Easy
59,70.0,87.0,87.0,67.0,660.0,70.0,reaction,Reaction Test,Medium
77,76.0,100.0,67.0,72.0,605.0,72.0,recall,Word Recall,Medium
64,71.0,53.0,76.0,71.0,614.0,63.0,attention,Attention Challenge,Easy
56,76.0,52.0,86.0,100.0,256.0,81.0,attention,Attention Challenge,Easy
67,84.0,82.0,64.0,92.0,356.0,84.0,recall,Number Recall,Easy
56,74.0,57.0,77.0,84.0,454.0,86.0,attention,Attention Challenge,Easy
74,71.0,83.0,96.0,82.0,474.0,64.0,memory,Memory Match,Medium
55,62.0,75.0,85.0,68.0,651.0,82.0,memory,Memory Match,Easy
63,82.0,68.0,76.0,84.0,445.0,82.0,attention,Attention Challenge,Medium
71,79.0,75.0,69.0,70.0,630.0,84.0,recall,Word Recall,Medium
63,61.0,74.0,64.0,84.0,456.0,70.0,memory,Memory Match,Easy
65,85.0,65.0,58.0,88.0,406.0,53.0,recall,Word Recall,Easy
69,61.0,42.0,93.0,87.0,411.0,85.0,attention,Attention Challenge,Easy
78,87.0,71.0,90.0,54.0,821.0,77.0,reaction,Reaction Test,Easy
89,83.0,92.0,63.0,84.0,453.0,81.0,recall,Number Recall,Easy
84,80.0,44.0,77.0,69.0,633.0,77.0,attention,Attention Challenge,Easy
85,70.0,54.0,74.0,91.0,363.0,80.0,attention,Attention Challenge,Easy
59,82.0,74.0,89.0,62.0,720.0,85.0,reaction,Reaction Test,Easy
68,88.0,69.0,77.0,73.0,592.0,59.0,attention,Attention Challenge,Medium
65,82.0,74.0,72.0,73.0,583.0,89.0,recall,Word Recall,Medium
63,67.0,58.0,64.0,72.0,600.0,76.0,attention,Attention Challenge,Easy
88,78.0,85.0,77.0,71.0,613.0,94.0,reaction,Reaction Test,Medium
66,89.0,69.0,67.0,68.0,647.0,73.0,recall,Number Recall,Medium
89,100.0,78.0,75.0,82.0,478.0,71.0,recall,Word Recall,Medium
89,73.0,73.0,71.0,82.0,471.0,77.0,recall,Number Recall,Medium
55,85.0,71.0,67.0,76.0,556.0,83.0,recall,Word Recall,Medium
76,89.0,77.0,58.0,69.0,632.0,75.0,recall,Number Recall,Easy
83,65.0,71.0,79.0,77.0,542.0,84.0,memory,Memory Match,Medium
62,96.0,50.0,73.0,69.0,643.0,74.0,attention,Attention Challenge,Easy
65,62.0,84.0,97.0,70.0,624.0,78.0,memory,Memory Match,Easy
68,85.0,80.0,58.0,78.0,524.0,100.0,recall,Number Recall,Easy
84,79.0,36.0,81.0,93.0,340.0,82.0,attention,Attention Challenge,Easy
89,76.0,58.0,71.0,81.0,490.0,82.0,attention,Attention Challenge,Easy
75,100.0,84.0,100.0,59.0,759.0,63.0,reaction,Reaction Test,Easy
59,71.0,41.0,80.0,73.0,591.0,92.0,attention,Attention Challenge,Easy
73,71.0,82.0,77.0,82.0,473.0,89.0,memory,Memory Match,Medium
68,91.0,66.0,71.0,74.0,580.0,71.0,attention,Attention Challenge,Medium
80,84.0,88.0,62.0,70.0,631.0,88.0,recall,Word Recall,Easy
58,90.0,68.0,76.0,82.0,473.0,81.0,attention,Attention Challenge,Medium
79,76.0,57.0,53.0,64.0,698.0,78.0,recall,Word Recall,Easy
79,79.0,73.0,53.0,71.0,609.0,91.0,recall,Number Recall,Easy
72,98.0,68.0,86.0,87.0,418.0,73.0,attention,Attention Challenge,Medium
62,65.0,56.0,47.0,68.0,653.0,71.0,recall,Number Recall,Easy
68,74.0,100.0,68.0,80.0,501.0,80.0,recall,Word Recall,Medium
86,85.0,53.0,57.0,78.0,529.0,83.0,attention,Attention Challenge,Easy
87,73.0,34.0,66.0,86.0,428.0,88.0,attention,Attention Challenge,Easy
77,68.0,92.0,75.0,70.0,626.0,76.0,memory,Memory Match,Medium
69,82.0,59.0,86.0,77.0,532.0,70.0,attention,Attention Challenge,Easy
87,91.0,64.0,89.0,70.0,631.0,100.0,attention,Attention Challenge,Easy
79,73.0,63.0,59.0,81.0,484.0,67.0,recall,Word Recall,Easy
71,73.0,59.0,65.0,82.0,470.0,79.0,attention,Attention Challenge,Easy
87,67.0,57.0,100.0,83.0,460.0,86.0,attention,Attention Challenge,Easy
56,71.0,53.0,68.0,72.0,598.0,90.0,attention,Attention Challenge,Easy
68,88.0,69.0,60.0,83.0,468.0,72.0,recall,Word Recall,Easy
60,76.0,62.0,62.0,78.0,526.0,59.0,attention,Attention Challenge,Easy
60,65.0,79.0,69.0,81.0,488.0,72.0,memory,Memory Match,Medium
57,78.0,75.0,67.0,72.0,603.0,87.0,recall,Number Recall,Medium
61,88.0,54.0,69.0,93.0,342.0,84.0,attention,Attention Challenge,Easy
62,68.0,70.0,72.0,74.0,580.0,85.0,memory,Memory Match,Medium
69,59.0,62.0,72.0,59.0,758.0,85.0,memory,Memory Match,Easy
83,100.0,53.0,59.0,64.0,698.0,91.0,attention,Attention Challenge,Easy
87,58.0,78.0,77.0,82.0,476.0,70.0,memory,Memory Match,Easy
84,71.0,66.0,74.0,71.0,609.0,66.0,attention,Attention Challenge,Medium
81,78.0,62.0,79.0,73.0,586.0,82.0,attention,Attention Challenge,Easy
90,72.0,55.0,48.0,62.0,726.0,68.0,recall,Number Recall,Easy
83,74.0,53.0,74.0,100.0,250.0,65.0,attention,Attention Challenge,Easy
87,82.0,98.0,44.0,65.0,684.0,90.0,recall,Number Recall,Easy
81,46.0,73.0,70.0,79.0,518.0,81.0,memory,Memory Match,Easy
87,60.0,52.0,81.0,83.0,461.0,78.0,attention,Attention Challenge,Easy
58,76.0,72.0,87.0,83.0,457.0,78.0,attention,Attention Challenge,Medium
76,70.0,84.0,77.0,88.0,394.0,77.0,memory,Memory Match,Medium
56,77.0,71.0,81.0,82.0,476.0,90.0,attention,Attention Challenge,Medium
64,78.0,89.0,68.0,86.0,420.0,63.0,recall,Number Recall,Medium
59,50.0,45.0,65.0,74.0,572.0,62.0,attention,Attention Challenge,Easy
64,90.0,38.0,100.0,70.0,621.0,69.0,attention,Attention Challenge,Easy
87,69.0,72.0,84.0,78.0,519.0,81.0,memory,Memory Match,Medium
67,65.0,72.0,56.0,62.0,730.0,96.0,recall,Number Recall,Easy
85,78.0,25.0,48.0,81.0,484.0,87.0,attention,Attention Challenge,Easy
90,76.0,59.0,65.0,79.0,513.0,84.0,attention,Attention Challenge,Easy
78,89.0,53.0,89.0,81.0,493.0,77.0,attention,Attention Challenge,Easy
69,78.0,47.0,73.0,70.0,622.0,65.0,attention,Attention Challenge,Easy
83,89.0,53.0,41.0,69.0,634.0,83.0,recall,Word Recall,Easy
62,64.0,77.0,70.0,71.0,609.0,98.0,memory,Memory Match,Easy
59,77.0,53.0,72.0,77.0,535.0,76.0,attention,Attention Challenge,Easy
83,62.0,53.0,38.0,89.0,389.0,72.0,recall,Number Recall,Easy
58,76.0,44.0,72.0,79.0,512.0,76.0,attention,Attention Challenge,Easy
66,74.0,87.0,58.0,62.0,727.0,84.0,recall,Number Recall,Easy
56,73.0,75.0,46.0,66.0,672.0,79.0,recall,Word Recall,Easy
81,73.0,31.0,94.0,73.0,585.0,87.0,attention,Attention Challenge,Easy
85,84.0,53.0,57.0,80.0,504.0,78.0,attention,Attention Challenge,Easy
90,56.0,76.0,63.0,76.0,548.0,76.0,memory,Memory Match,Easy
90,64.0,87.0,62.0,80.0,504.0,80.0,recall,Word Recall,Easy
80,75.0,81.0,72.0,65.0,693.0,73.0,reaction,Reaction Test,Medium
81,61.0,63.0,97.0,84.0,449.0,95.0,memory,Memory Match,Easy
59,76.0,39.0,55.0,67.0,661.0,86.0,attention,Attention Challenge,Easy
74,74.0,81.0,68.0,81.0,486.0,67.0,recall,Word Recall,Medium
65,58.0,64.0,74.0,63.0,709.0,71.0,memory,Memory Match,Easy
64,58.0,69.0,60.0,72.0,601.0,84.0,memory,Memory Match,Easy
60,44.0,65.0,67.0,83.0,460.0,80.0,memory,Memory Match,Easy
62,60.0,48.0,80.0,79.0,513.0,81.0,attention,Attention Challenge,Easy
77,75.0,73.0,61.0,69.0,635.0,76.0,recall,Number Recall,Easy
80,77.0,71.0,67.0,81.0,490.0,83.0,recall,Word Recall,Medium
66,77.0,62.0,66.0,76.0,553.0,76.0,attention,Attention Challenge,Easy
80,66.0,75.0,71.0,81.0,488.0,84.0,memory,Memory Match,Medium
67,75.0,47.0,75.0,59.0,761.0,86.0,attention,Attention Challenge,Easy
72,80.0,64.0,80.0,57.0,782.0,94.0,reaction,Reaction Test,Easy
79,60.0,68.0,99.0,62.0,726.0,73.0,memory,Memory Match,Easy
87,76.0,42.0,35.0,77.0,535.0,78.0,recall,Word Recall,Easy
66,83.0,67.0,70.0,80.0,502.0,66.0,attention,Attention Challenge,Medium
90,69.0,79.0,53.0,83.0,457.0,96.0,recall,Word Recall,Easy
58,88.0,63.0,67.0,61.0,734.0,58.0,reaction,Reaction Test,Easy
59,69.0,67.0,84.0,67.0,662.0,95.0,attention,Attention Challenge,Medium
62,65.0,76.0,89.0,67.0,667.0,79.0,memory,Memory Match,Medium
82,82.0,62.0,89.0,78.0,520.0,82.0,attention,Attention Challenge,Easy
85,99.0,64.0,89.0,93.0,339.0,76.0,attention,Attention Challenge,Easy
63,76.0,50.0,70.0,91.0,367.0,78.0,attention,Attention Challenge,Easy
83,83.0,68.0,92.0,75.0,557.0,84.0,attention,Attention Challenge,Medium
68,69.0,63.0,94.0,81.0,487.0,62.0,attention,Attention Challenge,Easy
76,60.0,75.0,74.0,82.0,473.0,71.0,memory,Memory Match,Easy
65,77.0,76.0,88.0,73.0,591.0,70.0,reaction,Reaction Test,Medium
77,79.0,80.0,73.0,66.0,672.0,82.0,reaction,Reaction Test,Medium
55,71.0,60.0,92.0,83.0,466.0,78.0,attention,Attention Challenge,Easy
75,83.0,35.0,70.0,89.0,393.0,84.0,attention,Attention Challenge,Easy
80,67.0,79.0,63.0,82.0,469.0,80.0,recall,Word Recall,Easy
90,64.0,74.0,56.0,86.0,425.0,89.0,recall,Number Recall,Easy
77,88.0,58.0,70.0,70.0,621.0,71.0,attention,Attention Challenge,Easy
55,88.0,76.0,73.0,76.0,550.0,79.0,recall,Number Recall,Medium
69,67.0,46.0,59.0,58.0,776.0,89.0,attention,Attention Challenge,Easy
75,96.0,83.0,68.0,69.0,638.0,87.0,recall,Number Recall,Medium
63,72.0,63.0,65.0,59.0,768.0,63.0,reaction,Reaction Test,Easy
63,76.0,56.0,57.0,89.0,382.0,68.0,attention,Attention Challenge,Easy
64,74.0,59.0,87.0,100.0,250.0,77.0,attention,Attention Challenge,Easy
80,81.0,65.0,89.0,74.0,579.0,76.0,attention,Attention Challenge,Medium
89,78.0,68.0,86.0,75.0,565.0,77.0,attention,Attention Challenge,Medium
79,78.0,69.0,71.0,77.0,535.0,86.0,attention,Attention Challenge,Medium
80,63.0,62.0,72.0,75.0,561.0,81.0,attention,Attention Challenge,Easy
65,55.0,71.0,57.0,87.0,415.0,81.0,memory,Memory Match,Easy
56,89.0,68.0,78.0,71.0,618.0,85.0,attention,Attention Challenge,Medium
61,68.0,58.0,74.0,69.0,638.0,89.0,attention,Attention Challenge,Easy
72,74.0,56.0,100.0,88.0,406.0,47.0,attention,Attention Challenge,Easy
81,79.0,77.0,87.0,79.0,508.0,74.0,attention,Attention Challenge,Medium
88,95.0,76.0,76.0,79.0,515.0,69.0,attention,Attention Challenge,Medium
81,77.0,69.0,71.0,82.0,470.0,83.0,attention,Attention Challenge,Medium
71,70.0,82.0,86.0,87.0,411.0,73.0,memory,Memory Match,Medium
78,69.0,39.0,59.0,76.0,552.0,79.0,attention,Attention Challenge,Easy
79,75.0,60.0,88.0,74.0,581.0,87.0,attention,Attention Challenge,Easy
61,64.0,51.0,57.0,82.0,477.0,72.0,attention,Attention Challenge,Easy
60,75.0,100.0,64.0,86.0,419.0,82.0,recall,Word Recall,Easy
78,74.0,79.0,46.0,72.0,599.0,94.0,recall,Number Recall,Easy
87,95.0,67.0,81.0,83.0,458.0,86.0,attention,Attention Challenge,Medium
83,74.0,80.0,75.0,79.0,513.0,62.0,memory,Memory Match,Medium
76,52.0,85.0,64.0,80.0,498.0,75.0,memory,Memory Match,Easy
80,100.0,85.0,59.0,64.0,699.0,82.0,recall,Number Recall,Easy
82,86.0,82.0,91.0,83.0,463.0,84.0,attention,Attention Challenge,Medium
75,100.0,64.0,70.0,59.0,757.0,75.0,reaction,Reaction Test,Easy
61,61.0,60.0,61.0,69.0,640.0,72.0,attention,Attention Challenge,Easy
71,72.0,54.0,99.0,58.0,769.0,79.0,attention,Attention Challenge,Easy
74,83.0,76.0,63.0,70.0,630.0,67.0,recall,Word Recall,Easy
74,81.0,66.0,88.0,78.0,523.0,89.0,attention,Attention Challenge,Medium
76,79.0,62.0,56.0,85.0,440.0,97.0,recall,Word Recall,Easy
82,49.0,61.0,67.0,79.0,507.0,82.0,memory,Memory Match,Easy
61,54.0,90.0,79.0,62.0,728.0,76.0,memory,Memory Match,Easy
55,93.0,82.0,71.0,76.0,544.0,87.0,recall,Number Recall,Medium
86,95.0,95.0,75.0,70.0,629.0,86.0,reaction,Reaction Test,Medium
67,74.0,76.0,64.0,74.0,575.0,75.0,recall,Number Recall,Easy
84,92.0,69.0,50.0,74.0,580.0,78.0,recall,Word Recall,Easy
77,63.0,68.0,93.0,73.0,585.0,72.0,memory,Memory Match,Easy
73,65.0,53.0,65.0,71.0,609.0,80.0,attention,Attention Challenge,Easy
86,62.0,49.0,76.0,84.0,452.0,81.0,attention,Attention Challenge,Easy
84,65.0,76.0,82.0,79.0,517.0,70.0,memory,Memory Match,Medium
83,84.0,54.0,76.0,73.0,587.0,67.0,attention,Attention Challenge,Easy
83,65.0,71.0,62.0,74.0,570.0,65.0,recall,Word Recall,Easy
84,100.0,85.0,88.0,80.0,495.0,82.0,reaction,Reaction Test,Medium
70,81.0,58.0,79.0,72.0,600.0,78.0,attention,Attention Challenge,Easy
73,88.0,98.0,75.0,83.0,457.0,77.0,recall,Number Recall,Medium
72,81.0,53.0,74.0,88.0,403.0,83.0,attention,Attention Challenge,Easy
55,90.0,83.0,96.0,73.0,585.0,69.0,reaction,Reaction Test,Medium
68,65.0,74.0,62.0,88.0,406.0,67.0,recall,Word Recall,Easy
56,92.0,86.0,78.0,73.0,584.0,80.0,reaction,Reaction Test,Medium
82,77.0,51.0,65.0,95.0,315.0,61.0,attention,Attention Challenge,Easy
84,90.0,100.0,45.0,83.0,463.0,75.0,recall,Number Recall,Easy
58,58.0,65.0,45.0,79.0,511.0,100.0,recall,Word Recall,Easy
55,77.0,78.0,58.0,91.0,357.0,65.0,recall,Number Recall,Easy
62,77.0,90.0,63.0,80.0,505.0,74.0,recall,Word Recall,Easy
83,68.0,59.0,100.0,65.0,692.0,57.0,attention,Attention Challenge,Easy
57,79.0,80.0,82.0,88.0,398.0,76.0,memory,Memory Match,Medium
86,93.0,56.0,83.0,79.0,509.0,98.0,attention,Attention Challenge,Easy
64,67.0,89.0,63.0,60.0,754.0,83.0,reaction,Reaction Test,Easy
64,87.0,57.0,73.0,86.0,423.0,72.0,attention,Attention Challenge,Easy
73,61.0,69.0,100.0,63.0,718.0,100.0,memory,Memory Match,Easy
88,100.0,73.0,55.0,79.0,517.0,61.0,recall,Number Recall,Easy
87,84.0,80.0,78.0,75.0,562.0,83.0,reaction,Reaction Test,Medium
77,96.0,98.0,95.0,64.0,705.0,79.0,reaction,Reaction Test,Easy
82,83.0,61.0,86.0,81.0,492.0,76.0,attention,Attention Challenge,Easy
86,80.0,85.0,97.0,70.0,626.0,86.0,reaction,Reaction Test,Medium
61,85.0,98.0,75.0,68.0,656.0,66.0,reaction,Reaction Test,Medium
83,73.0,70.0,80.0,82.0,472.0,81.0,attention,Attention Challenge,Medium
62,56.0,60.0,74.0,83.0,459.0,80.0,memory,Memory Match,Easy
55,80.0,42.0,79.0,78.0,523.0,69.0,attention,Attention Challenge,Easy
57,66.0,96.0,59.0,78.0,526.0,97.0,recall,Word Recall,Easy
78,62.0,64.0,83.0,86.0,421.0,76.0,memory,Memory Match,Easy
77,83.0,53.0,76.0,82.0,473.0,77.0,attention,Attention Challenge,Easy
62,72.0,48.0,73.0,100.0,250.0,68.0,attention,Attention Challenge,Easy
57,87.0,53.0,96.0,79.0,510.0,76.0,attention,Attention Challenge,Easy
87,66.0,82.0,68.0,67.0,657.0,100.0,memory,Memory Match,Medium
82,69.0,84.0,89.0,92.0,350.0,75.0,memory,Memory Match,Medium
62,89.0,78.0,90.0,80.0,494.0,83.0,attention,Attention Challenge,Medium
88,78.0,70.0,84.0,53.0,843.0,88.0,reaction,Reaction Test,Easy
89,57.0,49.0,58.0,76.0,547.0,76.0,attention,Attention Challenge,Easy
86,78.0,57.0,77.0,63.0,713.0,74.0,attention,Attention Challenge,Easy
78,93.0,51.0,99.0,86.0,429.0,83.0,attention,Attention Challenge,Easy
68,69.0,77.0,47.0,72.0,604.0,76.0,recall,Word Recall,Easy
86,82.0,52.0,69.0,87.0,408.0,75.0,attention,Attention Challenge,Easy
70,65.0,57.0,88.0,72.0,598.0,87.0,attention,Attention Challenge,Easy
58,73.0,65.0,70.0,68.0,651.0,77.0,attention,Attention Challenge,Medium
75,88.0,43.0,83.0,70.0,623.0,90.0,attention,Attention Challenge,Easy
68,78.0,69.0,92.0,79.0,509.0,77.0,attention,Attention Challenge,Medium
85,90.0,66.0,75.0,73.0,583.0,65.0,attention,Attention Challenge,Medium
72,80.0,86.0,79.0,73.0,584.0,44.0,reaction,Reaction Test,Medium
61,100.0,56.0,73.0,70.0,630.0,60.0,attention,Attention Challenge,Easy
64,56.0,49.0,76.0,77.0,535.0,61.0,attention,Attention Challenge,Easy
61,72.0,62.0,100.0,67.0,662.0,81.0,attention,Attention Challenge,Easy
87,62.0,52.0,71.0,62.0,722.0,68.0,attention,Attention Challenge,Easy
77,63.0,69.0,67.0,79.0,512.0,58.0,memory,Memory Match,Easy
75,63.0,40.0,87.0,76.0,556.0,77.0,attention,Attention Challenge,Easy
73,77.0,59.0,60.0,85.0,441.0,67.0,attention,Attention Challenge,Easy
73,78.0,54.0,63.0,73.0,591.0,83.0,attention,Attention Challenge,Easy
90,80.0,77.0,63.0,73.0,592.0,82.0,recall,Word Recall,Easy
83,62.0,56.0,68.0,75.0,557.0,83.0,attention,Attention Challenge,Easy
72,71.0,42.0,69.0,75.0,566.0,52.0,attention,Attention Challenge,Easy
56,63.0,65.0,82.0,58.0,781.0,78.0,reaction,Reaction Test,Easy
55,86.0,73.0,67.0,100.0,250.0,77.0,recall,Word Recall,Medium
59,65.0,64.0,82.0,81.0,490.0,66.0,attention,Attention Challenge,Easy
74,72.0,59.0,84.0,79.0,509.0,57.0,attention,Attention Challenge,Easy
65,82.0,58.0,63.0,62.0,725.0,77.0,attention,Attention Challenge,Easy
56,68.0,70.0,84.0,71.0,607.0,89.0,memory,Memory Match,Medium
57,83.0,55.0,85.0,71.0,610.0,52.0,attention,Attention Challenge,Easy
77,94.0,63.0,47.0,64.0,701.0,70.0,recall,Word Recall,Easy
66,77.0,79.0,76.0,78.0,528.0,79.0,recall,Number Recall,Medium
74,86.0,48.0,65.0,70.0,628.0,89.0,attention,Attention Challenge,Easy
59,50.0,67.0,90.0,81.0,486.0,75.0,memory,Memory Match,Easy
84,70.0,41.0,65.0,86.0,424.0,97.0,attention,Attention Challenge,Easy
63,77.0,71.0,53.0,59.0,765.0,60.0,recall,Number Recall,Easy
88,62.0,53.0,72.0,72.0,594.0,58.0,attention,Attention Challenge,Easy
89,77.0,83.0,59.0,70.0,627.0,88.0,recall,Number Recall,Easy
76,88.0,46.0,84.0,86.0,420.0,55.0,attention,Attention Challenge,Easy
78,52.0,75.0,61.0,71.0,611.0,83.0,memory,Memory Match,Easy
71,61.0,86.0,72.0,59.0,763.0,75.0,reaction,Reaction Test,Easy
64,77.0,53.0,94.0,79.0,517.0,69.0,attention,Attention Challenge,Easy
84,81.0,55.0,87.0,88.0,399.0,74.0,attention,Attention Challenge,Easy
77,84.0,54.0,79.0,74.0,572.0,65.0,attention,Attention Challenge,Easy
86,76.0,61.0,70.0,86.0,426.0,75.0,attention,Attention Challenge,Easy
71,81.0,76.0,77.0,91.0,363.0,78.0,attention,Attention Challenge,Medium
71,86.0,59.0,82.0,83.0,462.0,74.0,attention,Attention Challenge,Easy
68,70.0,51.0,58.0,81.0,491.0,72.0,attention,Attention Challenge,Easy
63,68.0,38.0,84.0,85.0,432.0,81.0,attention,Attention Challenge,Easy
56,73.0,92.0,57.0,63.0,709.0,95.0,recall,Number Recall,Easy
79,77.0,93.0,80.0,58.0,777.0,75.0,reaction,Reaction Test,Easy
63,67.0,76.0,57.0,70.0,624.0,86.0,recall,Number Recall,Easy
76,70.0,56.0,99.0,72.0,596.0,68.0,attention,Attention Challenge,Easy
58,80.0,79.0,83.0,77.0,533.0,65.0,reaction,Reaction Test,Medium
80,77.0,82.0,50.0,85.0,442.0,83.0,recall,Word Recall,Easy
83,73.0,64.0,72.0,61.0,742.0,76.0,reaction,Reaction Test,Easy
88,54.0,69.0,65.0,77.0,542.0,89.0,memory,Memory Match,Easy
77,75.0,86.0,63.0,80.0,494.0,91.0,recall,Number Recall,Easy
